status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate,run_id
ok,2026-06-19T09:52:29,2026-06-19T10:00:30,480.44135409989394,8.0073559016649,1,40,30,160,30.0,process,16,1,False,10000,5,True,42,104,111,215,134.0,347.0,0.3861671469740634,441.76215561937283,5,70,9,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,11,330,422.65528929932043,38.42320811812004,61.247212199959904,0,0,0.48372093023255813,15
ok,2026-06-19T10:00:31,2026-06-19T10:06:20,349.3502644998953,5.8225044083315876,1,60,30,120,30.0,process,16,1,False,10000,5,True,42,113,83,196,152.0,310.0,0.49032258064516127,439.9932494517514,6,72,1,3,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,7,210,290.0246916001197,41.4320988000171,61.21525110001676,0,0,0.576530612244898,16
ok,2026-06-19T10:06:21,2026-06-19T10:13:24,422.3950358000584,7.039917263334306,1,60,30,130,30.0,process,16,1,False,10000,5,True,42,105,100,205,144.0,326.0,0.44171779141104295,443.56480878645425,6,63,12,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,360.23616100056097,45.02952012507012,61.23195239994675,0,0,0.5121951219512195,17
ok,2026-06-19T10:13:25,2026-06-19T10:21:09,463.77330849994905,7.729555141665817,1,60,30,140,30.0,process,16,1,False,10000,5,True,42,95,85,180,127.0,290.0,0.4379310344827586,459.4828640195858,6,62,2,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,9,270,413.1966305000242,45.91073672222491,61.20232419995591,0,0,0.5277777777777778,18
ok,2026-06-19T10:21:10,2026-06-19T10:26:50,340.4547304001171,5.674245506668618,1,60,30,150,30.0,process,16,1,False,10000,5,True,42,91,89,180,126.0,300.0,0.42,461.8021095623884,6,53,3,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,9,270,300.5255556998309,33.391728411092316,61.238892999943346,0,0,0.5055555555555555,19
ok,2026-06-19T10:26:51,2026-06-19T10:33:50,418.0808117999695,6.968013529999492,1,60,30,160,30.0,process,16,1,False,10000,5,True,42,102,127,229,126.0,365.0,0.3452054794520548,454.10973534579534,6,74,10,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,9,270,353.2182984999381,39.24647761110423,61.20563720003702,0,0,0.44541484716157204,20
ok,2026-06-19T10:33:51,2026-06-19T10:40:21,390.2564360999968,6.504273934999946,1,80,30,120,30.0,process,16,1,False,10000,5,True,42,101,115,216,122.0,349.0,0.3495702005730659,449.33776531820536,6,76,1,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,9,270,331.256298399996,36.80625537777733,61.21763819991611,0,0,0.4675925925925926,21
ok,2026-06-19T10:40:23,2026-06-19T10:46:49,385.7515835000668,6.429193058334446,1,80,30,130,30.0,process,16,1,False,10000,5,True,42,93,77,170,132.0,283.0,0.4664310954063604,454.95990125100366,6,52,1,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,345.4437871000264,43.1804733875033,61.265362499980256,0,0,0.5470588235294118,22
ok,2026-06-19T10:46:50,2026-06-19T10:55:02,491.7778475000523,8.196297458334206,1,80,30,140,30.0,process,16,1,False,10000,5,True,42,94,105,199,141.0,341.0,0.41348973607038125,450.0939561976305,6,46,4,6,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,10,300,453.32431620010175,45.332431620010176,61.23819059995003,0,0,0.4723618090452261,23
ok,2026-06-19T10:55:03,2026-06-19T11:00:48,344.68320579989813,5.7447200966649685,1,80,30,150,30.0,process,16,1,False,10000,5,True,42,104,93,197,131.0,311.0,0.4212218649517685,455.28845207106974,6,74,4,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,287.4621554999612,35.93276943749515,61.208184000104666,0,0,0.5279187817258884,24
ok,2026-06-19T11:00:50,2026-06-19T11:08:40,470.4565558999311,7.840942598332186,1,80,30,160,30.0,process,16,1,False,10000,5,True,42,87,91,178,116.0,294.0,0.3945578231292517,455.77182231820126,6,57,2,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,10,300,426.94399999966845,42.69439999996685,61.21897860011086,0,0,0.4887640449438202,25
