t,c_x,c_y
48063,13890.330078125,15251.708984375
48064,13883.3857421875,15251.708984375
48065,13876.44140625,15251.708984375
48066,13869.4970703125,15251.708984375
48067,13862.552734375,15251.708984375
48068,13855.6083984375,15251.708984375
48069,13848.6640625,15251.708984375
48070,13841.7197265625,15251.708984375
48071,13834.775390625,15251.708984375
48072,13827.8310546875,15251.708984375
48073,13820.88671875,15251.708984375
48074,13813.9423828125,15251.708984375
48075,13806.998046875,15251.708984375
48076,13800.0537109375,15251.708984375
48077,13793.109375,15251.708984375
48078,13786.1650390625,15251.708984375
48079,13779.220703125,15251.708984375
48080,13772.2763671875,15251.708984375
48081,13765.33203125,15251.708984375
48082,13758.3876953125,15251.708984375
48083,13751.443359375,15251.708984375
48084,13744.4990234375,15251.708984375
48085,13737.5546875,15251.708984375
