camion,timestamps,camion_pos
1,57466.134489335454,"(10593.233573101621, 16301.088568049143)"
1,57692.134489335454,"(10424.682649706687, 16447.86837634116)"
1,58059.134489335454,"(10875.578159947985, 17289.85760614697)"
1,58623.134489335454,"(12012.190850924722, 18817.5071267613)"
1,58856.134489335454,"(12208.093340159152, 18986.135941155313)"
1,59973.134489335454,"(12037.10767324017, 12650.810664526121)"
1,60784.134489335454,"(10689.117825144938, 9621.758967751719)"
2,36682.41406523128,"(9949.297879597812, 14404.051632645916)"
2,37562.41406523128,"(5329.967867417644, 14643.691569181248)"
2,38360.41406523128,"(4572.503230498471, 18174.026185387356)"
2,38978.41406523128,"(2488.751145937127, 19128.313951188502)"
2,40516.41406523128,"(11757.687422207739, 18971.667097028676)"
2,41909.41406523128,"(18728.98347767321, 17522.103851960852)"
2,42512.41406523128,"(18796.395838536835, 14657.978366826836)"
2,43117.41406523128,"(17188.31586561178, 15995.621908480432)"
2,43981.41406523128,"(16374.141142384655, 12064.388204267445)"
2,44634.41406523128,"(14757.1153381305, 10403.362197574637)"
2,44945.41406523128,"(15354.477761335605, 10096.897637860357)"
2,46140.41406523128,"(11213.54388007028, 9621.237676881728)"
2,46945.41406523128,"(13976.917063218089, 8051.000871939611)"
2,47567.41406523128,"(16430.258948148818, 7436.6705847744915)"
2,47875.41406523128,"(15995.640441485388, 6987.73998098666)"
2,48330.41406523128,"(16505.72216465794, 5594.070769429584)"
2,48770.41406523128,"(17557.823180826552, 6343.914335307972)"
2,49585.41406523128,"(18945.95776512676, 3327.5517386454467)"
2,49921.41406523128,"(19687.028148058078, 2991.612853351315)"
2,50185.41406523128,"(19733.859607143233, 2459.4161705925344)"
2,50470.41406523128,"(19030.99948710654, 2484.399334561187)"
2,50723.41406523128,"(19242.439451840997, 2189.3772010890775)"
2,51006.41406523128,"(18601.807010194774, 2116.68187657168)"
2,51784.41406523128,"(15333.12270400812, 2994.0793591391543)"
2,52119.41406523128,"(14428.441346574635, 2825.560985510116)"
2,53066.41406523128,"(12258.88349731212, 5976.717726746277)"
2,53341.41406523128,"(12314.840438844856, 6580.348756293244)"
2,53611.41406523128,"(11900.979594008411, 6785.4249179238195)"
2,53872.41406523128,"(12110.763152897656, 7134.641060800033)"
2,55253.41406523128,"(8089.708993637015, 11448.555188669314)"
2,56045.41406523128,"(5297.908944734669, 12905.796750514337)"
2,56548.41406523128,"(4017.1817972458834, 13863.878816453618)"
2,56964.41406523128,"(3589.946468476668, 15073.976681010383)"
2,57534.41406523128,"(4007.182870974253, 17362.45626981062)"
2,58058.41406523128,"(5545.312913935471, 18206.782041150687)"
2,58598.41406523128,"(7077.427531224989, 19172.543546264413)"
2,58950.41406523128,"(7215.450382211997, 18117.822095755208)"
2,59497.41406523128,"(8927.372930251711, 17284.323553483377)"
2,60303.41406523128,"(8919.16614020643, 12951.472868038152)"
