camion,timestamps,camion_pos
1,52555.3168803695,"(16283.779799515185, 9130.827301852285)"
1,52997.3168803695,"(15058.261288920357, 8536.966624604245)"
1,53226.3168803695,"(14847.022925724481, 8411.157378519689)"
1,53522.3168803695,"(14629.150173835444, 8994.780888521418)"
1,53766.3168803695,"(14215.709814361522, 9022.491965026316)"
1,54081.3168803695,"(13491.085879990576, 8811.448209233715)"
1,54451.3168803695,"(12810.460616848859, 9449.705836519555)"
1,55769.3168803695,"(14032.20379206351, 9493.087523370103)"
1,55991.3168803695,"(13855.998795894571, 9378.348139327813)"
1,56326.3168803695,"(13568.49224529923, 8591.853732483225)"
1,56561.3168803695,"(13601.926416964929, 8246.936170903407)"
1,56794.3168803695,"(13654.15429714165, 7935.937387465809)"
1,57111.3168803695,"(14431.96748812963, 7762.790804321375)"
1,57509.3168803695,"(15928.469778783901, 7776.986406720248)"
1,57783.3168803695,"(16265.882615401519, 7462.199920334354)"
1,58079.3168803695,"(16144.491545864033, 8140.406571701116)"
1,58343.3168803695,"(15647.06243672048, 8225.132899637041)"
1,58569.3168803695,"(15547.586156709982, 8438.954707551104)"
1,58949.3168803695,"(16601.18990803636, 8768.70300031283)"
1,59166.3168803695,"(16779.833665541297, 8696.368827626502)"
1,59373.3168803695,"(16753.97362652751, 8851.697571408278)"
1,59629.3168803695,"(16528.30758544348, 9152.494146419287)"
1,60157.3168803695,"(15290.795661436985, 10327.677851535576)"
2,36500.817120956875,"(12785.517447169515, 9368.224572178993)"
2,37334.817120956875,"(12817.296328725177, 4861.889758622193)"
2,37810.817120956875,"(14867.04602146319, 4862.401661738786)"
2,38208.817120956875,"(14211.701969216012, 5718.52293421037)"
2,38794.817120956875,"(14193.493758653884, 8517.671866007673)"
2,39548.817120956875,"(15315.096952928228, 11376.664784659666)"
2,40144.817120956875,"(17489.734301413402, 12089.539422638027)"
2,41157.00380294301,"(18537.02501832141, 12300.149219290053)"
2,41608.00380294301,"(17234.609416000385, 12878.797362222933)"
2,42349.00380294301,"(13669.851762868157, 13204.083580717988)"
2,42955.00380294301,"(13388.224073904257, 10533.644895882186)"
2,43240.00380294301,"(13125.882138318393, 10071.831213252464)"
2,44725.00380294301,"(6433.203212008143, 12293.658696706792)"
2,45134.00380294301,"(5789.906459169373, 13240.591889110816)"
2,45364.00380294301,"(6102.446278853846, 13270.434660350078)"
2,45654.00380294301,"(6634.791482139815, 13496.301223208735)"
2,47623.00380294301,"(12249.66293991863, 13302.875021670428)"
2,47994.00380294301,"(13363.766967324784, 13510.15126180441)"
2,48430.00380294301,"(14819.775572519398, 13829.36841554771)"
2,48727.00380294301,"(14473.467433678545, 14292.425531958268)"
2,49092.00380294301,"(15196.538340541494, 14853.33761538976)"
2,49401.00380294301,"(14918.254870547511, 15467.720537132795)"
2,49746.00380294301,"(15638.697109090357, 15889.555630619334)"
2,50090.00380294301,"(15610.041729363025, 14785.288790479368)"
2,50331.00380294301,"(15923.24518283055, 14889.817281402644)"
2,50517.00380294301,"(15943.81321140555, 14875.089166693317)"
2,50855.00380294301,"(16456.904578464044, 15456.440241983726)"
2,51342.00380294301,"(16486.528119039085, 13357.94173175818)"
2,51726.00380294301,"(15369.962631111694, 13063.823763676408)"
2,52015.00380294301,"(14652.920928506644, 13102.022918992338)"
2,52531.00380294301,"(12609.967511517738, 12812.801134508607)"
2,53011.00380294301,"(11264.265495913696, 12079.693215355983)"
2,54697.00380294301,"(8079.053617625658, 4813.972273983372)"
2,55082.00380294301,"(7048.189178740993, 4424.282490368202)"
2,55506.00380294301,"(5770.391760679066, 4009.5223786081788)"
2,55859.00380294301,"(5627.5952192550385, 5065.3172759118)"
2,56193.00380294301,"(4775.45090592086, 5275.827193446351)"
2,56830.00380294301,"(5918.320865451724, 7305.161692620693)"
2,58551.00380294301,"(12788.112190076958, 11132.147040268223)"
2,59168.00380294301,"(15586.754651006886, 11366.265310020768)"
2,59486.00380294301,"(15707.665389677442, 12200.307737175082)"
2,59972.00380294301,"(15190.331752084961, 10598.219514613635)"
2,60295.00380294301,"(14514.792432173046, 10281.31849649233)"
